00DSEGEN, 2011-12-19, 4996.34387,5091.10085,4996.34387,5079.90753,79647511
00DSETO, 2011-12-19, 4996.34387,5091.10085,4996.34387,5079.90753,3470.173784
1JANATAMF, 2011-12-19, 8.10,8.50,7.70,8.30,1704000
1STBSRS, 2011-12-19, 91.10,91.10,88.50,89.80,3000
1STPRIMFMF, 2011-12-19, 18.50,18.80,18.30,18.70,126500
3RDICB, 2011-12-19, 251.00,252.00,251.00,251.30,650
6THICB, 2011-12-19, 45.60,45.60,45.40,45.50,1100
8THICB, 2011-12-19, 52.80,53.00,52.80,52.90,1000
ABBANK, 2011-12-19, 68.50,69.20,67.80,68.90,405765
ACI, 2011-12-19, 205.00,205.90,203.30,204.90,10550
ACIFORMULA, 2011-12-19, 85.90,86.60,84.00,85.40,18000
ACIZCBOND, 2011-12-19, 830.00,831.00,830.00,830.50,136
ACTIVEFINE, 2011-12-19, 58.10,58.20,56.90,57.20,254450
AFTABAUTO, 2011-12-19, 134.50,134.50,131.00,132.10,247483
AGNISYSL, 2011-12-19, 36.00,36.10,35.50,35.70,356250
AGRANINS, 2011-12-19, 39.00,39.10,37.60,39.00,79500
AIBL1STIMF, 2011-12-19, 7.90,8.00,7.80,7.90,33500
AIMS1STMF, 2011-12-19, 40.20,40.20,39.70,39.80,130750
AL-HAJTEX, 2011-12-19, 46.30,46.60,46.00,46.40,21900
ALARABANK, 2011-12-19, 37.50,38.40,37.10,38.20,4491600
ALLTEX, 2011-12-19, 14.50,14.50,14.00,14.30,175000
AMBEEPHA, 2011-12-19, 323.10,344.80,318.30,341.10,14600
AMCL(PRAN), 2011-12-19, 124.40,133.40,124.40,126.20,12340
ANLIMAYARN, 2011-12-19, 28.40,30.40,28.10,30.40,443000
ANWARGALV, 2011-12-19, 23.20,24.70,23.20,24.50,48000
APEXADELFT, 2011-12-19, 293.00,293.70,289.00,290.50,20800
APEXFOODS, 2011-12-19, 71.80,76.70,71.30,76.60,33150
APEXSPINN, 2011-12-19, 81.20,84.90,81.20,84.90,29000
