00DSEGEN, 2011-12-05, 5161.23037,5164.05741,5025.71233,5051.67399,46403172
00DSETO, 2011-12-05, 5161.23037,5164.05741,5025.71233,5051.67399,2232.289422
01_BANK_ALL, 2011-12-05, 23.85,24.00,23.24,23.43,78740668
02_IT, 2011-12-05, 50.42,50.62,48.48,48.93,1371187
03_FINANCE, 2011-12-05, 321.18,325.27,313.02,315.12,1196888
04_INS_GEN, 2011-12-05, 238.76,240.41,229.80,232.73,941060
05_MNC, 2011-12-05, 246.58,248.11,245.77,246.31,1143900
06_CEMENT, 2011-12-05, 63.80,64.49,61.65,62.26,19250372
07_POWER, 2011-12-05, 137.32,140.66,135.54,138.07,6859843
08_M_FUND, 2011-12-05, 24.67,24.86,23.40,23.69,5982440
09_BEXIMCO, 2011-12-05, 51.85,52.16,49.67,50.12,5495905
10_INS_LIFE, 2011-12-05, 125.09,127.37,122.11,124.53,388492
11_TEXTILE, 2011-12-05, 212.01,213.88,203.23,205.98,1388563
12_ENGINEERING, 2011-12-05, 314.33,318.17,306.39,308.61,771191
13_FOOD, 2011-12-05, 21.94,22.26,21.32,21.69,2210925
14_PHARMA, 2011-12-05, 884.90,888.26,847.71,855.54,208490
15_CHEMICALS, 2011-12-05, 41.66,41.87,40.11,40.31,2120402
16_SERVICES, 2011-12-05, 33.36,33.36,31.97,32.16,2352376
17_TANNERY, 2011-12-05, 246.00,248.00,234.00,239.10,108200
18_CEREMICS, 2011-12-05, 224.75,225.62,217.22,219.30,2302884
19_CORPBOND, 2011-12-05, 604.33,612.00,604.33,609.00,4898
1JANATAMF, 2011-12-05, 7.20,7.20,7.10,7.10,154500
1STBSRS, 2011-12-05, 96.00,96.00,93.00,94.40,2500
1STPRIMFMF, 2011-12-05, 18.80,19.00,18.40,18.50,66500
20_MISC, 2011-12-05, 54.19,55.02,52.65,53.42,1373000
6THICB, 2011-12-05, 47.20,48.80,45.00,46.80,15500
ABBANK, 2011-12-05, 69.50,69.50,67.00,67.30,337230
ACI, 2011-12-05, 211.00,211.00,204.50,205.10,8600
ACIFORMULA, 2011-12-05, 87.00,88.30,85.80,85.80,20200
ACIZCBOND, 2011-12-05, 817.00,830.00,817.00,825.50,108
ACTIVEFINE, 2011-12-05, 59.40,59.40,56.50,57.00,196125
AGNISYSL, 2011-12-05, 35.60,36.00,33.00,33.70,384500
AGRANINS, 2011-12-05, 37.60,39.00,37.20,37.60,16600
AIBL1STIMF, 2011-12-05, 8.20,8.20,7.60,7.90,14000
AIMS1STMF, 2011-12-05, 47.80,48.00,44.50,44.60,185400
AL-HAJTEX, 2011-12-05, 45.00,45.50,43.60,43.80,20200
ALARABANK, 2011-12-05, 33.90,34.10,33.50,33.70,569343
ALLTEX, 2011-12-05, 16.10,16.10,15.10,15.40,447000
AMBEEPHA, 2011-12-05, 328.90,330.00,311.30,315.50,2300
