00DSEGEN, 2011-07-20, 6587.5801,6680.22778,6587.5801,6619.09541,187650320
00DSETO, 2011-07-20, 6587.5801,6680.22778,6587.5801,6619.09541,17651.276979
01_BANK_ALL, 2011-07-20, 58.65,59.61,57.89,58.47,95587553
02_IT, 2011-07-20, 61.82,63.65,61.28,62.65,5296929
03_FINANCE, 2011-07-20, 1303.80,1328.99,1270.99,1289.60,1885573
04_INS_GEN, 2011-07-20, 904.95,918.65,885.33,898.61,1405627
05_MNC, 2011-07-20, 627.79,633.63,616.09,624.46,284494
06_CEMENT, 2011-07-20, 197.62,198.63,192.50,193.61,3313811
07_POWER, 2011-07-20, 220.18,224.05,218.36,220.91,11495481
08_M_FUND, 2011-07-20, 77.60,78.08,77.08,77.42,25192450
09_BEXIMCO, 2011-07-20, 89.33,90.60,88.10,88.98,14731174
10_INS_LIFE, 2011-07-20, 313.47,320.32,311.00,317.02,1278095
11_TEXTILE, 2011-07-20, 969.69,979.91,949.66,964.12,2015036
12_ENGINEERING, 2011-07-20, 1349.03,1362.24,1332.75,1341.11,1127497
13_FOOD, 2011-07-20, 133.99,136.78,132.04,134.14,5474505
14_PHARMA, 2011-07-20, 2235.86,2264.68,2203.00,2212.61,233826
15_CHEMICALS, 2011-07-20, 158.75,160.21,156.29,158.24,6113064
16_SERVICES, 2011-07-20, 102.95,103.15,99.72,100.83,1229988
17_TANNERY, 2011-07-20, 1834.67,1889.33,1824.33,1865.50,60970
18_CEREMICS, 2011-07-20, 738.50,745.06,720.31,727.06,283054
19_CORPBOND, 2011-07-20, 906.67,913.58,905.83,909.92,10047
1JANATAMF, 2011-07-20, 9.80,10.00,9.70,9.90,1535000
1STBSRS, 2011-07-20, 1587.25,1614.00,1587.25,1601.25,4850
1STICB, 2011-07-20, 10300.00,10300.00,10300.00,10300.00,15
1STPRIMFMF, 2011-07-20, 25.50,25.50,24.30,24.40,402500
20_MISC, 2011-07-20, 147.11,149.39,144.83,146.40,1368019
3RDICB, 2011-07-20, 2600.00,2600.00,2600.00,2600.00,20
5THICB, 2011-07-20, 1750.25,1797.75,1750.00,1763.50,70
6THICB, 2011-07-20, 750.00,750.00,737.25,740.75,3090
8THICB, 2011-07-20, 805.00,807.00,796.00,801.75,1600
